date,amount,account_name,message,vs
2026-04-30,-0.02,,"/VS/SS/KS0898 30.04.2026 5,00 EUR",
2026-04-30,-5.0,,Zverejňovanie účtu,
2026-04-30,-0.02,,"/VS/SS/KS0898 30.04.2026 5,00 EUR",
2026-04-30,-5.0,,Poplatok za vedenie účtu,
2026-03-31,-0.02,,"/VS/SS/KS0898 31.03.2026 5,00 EUR",
2026-03-31,-5.0,,Zverejňovanie účtu,
2026-03-31,-0.02,,"/VS/SS/KS0898 31.03.2026 5,00 EUR",
2026-03-31,-5.0,,Poplatok za vedenie účtu,
2026-03-03,100.0,Sloboda a Solidarita (SaS),prevod finančných prostriedkov,
2026-02-28,-0.02,,"/VS/SS/KS0898 28.02.2026 5,00 EUR",
2026-02-28,-5.0,,Zverejňovanie účtu,
2026-02-28,-0.01,,"/VS/SS/KS0898 28.02.2026 3,57 EUR",
2026-02-28,-3.57,,Poplatok za vedenie účtu,
